Episode;AvgRecircArea
1;0.0352723635733
2;0.032897589859
3;0.0295003447384
4;0.0364555804925
5;0.0312352537283
6;0.0334969180758
7;0.0343252519059
8;0.0356501784568
9;0.0335129642955
10;0.0345250057501
11;0.033971333893
12;0.0339725028769
13;0.0337555662872
14;0.0345452766608
15;0.033766862537
16;0.0312720936291
17;0.0328372769395
18;0.0313098339866
19;0.0326628669341
20;0.0360493614059
21;0.0302154523855
22;0.0327504648446
23;0.0284224072935
24;0.0254202472541
25;0.0309260097611
26;0.0328687233757
27;0.0338454417834
28;0.0325450175388
29;0.0264884644544
30;0.0350625872499
31;0.0286734114587
32;0.0264328503444
33;0.034665539184
34;0.0327082206381
35;0.0309891153405
36;0.0310105456179
37;0.031764318662
38;0.02248815556
