Episode;AvgRecircArea
1;0.0352723635733
2;0.0376313430714
3;0.0362484084329
4;0.036257745205
5;0.0358564329913
6;0.0355260824947
7;0.0363806608662
8;0.0342381525586
9;0.0329582307659
10;0.0336639392185
11;0.0345019355159
12;0.0347879346826
13;0.0356121082808
14;0.0382248452594
15;0.0343297957122
16;0.0344343948849
17;0.0359871097869
18;0.0321650015419
19;0.0366239678859
20;0.0345201303719
21;0.0365932295936
22;0.0356496052498
23;0.0351246979802
24;0.0351067010805
25;0.0353493948451
26;0.0381185130703
27;0.0349209976823
28;0.0351101069578
29;0.0370877912951
30;0.0369672287464
31;0.0347160769819
32;0.0322650073556
33;0.0346286087367
34;0.0345745148299
35;0.0343719668062
36;0.0334891473901
37;0.0354703577779
38;0.0348519705046
39;0.0330185474889
40;0.0336946698257
41;0.0359891555781
42;0.0344910293499
43;0.0367870195629
44;0.0345817381092
45;0.0386182078813
46;0.0360762140026
47;0.0332336305612
48;0.0326387443795
49;0.0338902460752
50;0.0359423398216
51;0.0321453609267
52;0.0337542561274
53;0.0376945714895
54;0.0335221113351
55;0.035152254609
56;0.0326331376278
57;0.0359326707484
58;0.0351933074694
59;0.0360303810694
60;0.035697386842
61;0.0352624327263
62;0.0323495479946
63;0.0330311559064
64;0.0357358150136
65;0.0293739346154
66;0.0353062281275
67;0.0336655624948
68;0.0340191770608
69;0.0372781816193
70;0.0344614415191
71;0.0337247901822
72;0.0332621627294
73;0.0331894129033
74;0.0313172050529
75;0.0284865716577
76;0.036554856691
77;0.0361868409023
78;0.0300625713917
79;0.0323295692761
80;0.0328070571587
81;0.0351523881663
82;0.0312925047921
83;0.0341222946342
84;0.0348903491752
85;0.036336886663
86;0.0354526891404
87;0.0332486507056
88;0.0346849428445
89;0.0320126517394
90;0.0329358000536
91;0.0355275502079
92;0.0330660201427
93;0.034380171354
94;0.0359830807319
95;0.0339281429329
96;0.0322947190512
97;0.0353397916989
98;0.0360566320746
99;0.0345152725603
100;0.037944573375
101;0.0368713721109
102;0.0335181270332
103;0.0333280070037
104;0.0353684966554
105;0.0269131993291
106;0.0366692127317
107;0.0338298232559
108;0.0316110662302
109;0.035785007966
110;0.0375317732332
111;0.0315521168374
112;0.0312747685713
113;0.028447805408
114;0.0345791953283
115;0.0358608970149
116;0.0292641231972
117;0.0356300784025
118;0.0362883131092
119;0.0310903373813
120;0.0350236813822
121;0.0360550546086
122;0.0326011781362
123;0.030870039611
124;0.0342555936755
125;0.0306384946009
126;0.0339685045456
127;0.0381001016478
128;0.0336037528818
129;0.0367380659209
130;0.0292120731045
131;0.0313730412823
132;0.0344628764249
133;0.0329837067919
134;0.0337686836995
135;0.0366597995162
136;0.0349467447573
137;0.0335186774817
138;0.0342380700663
139;0.0333290117646
140;0.0318218893544
141;0.0368249030211
142;0.0312326777772
143;0.0345876901787
144;0.0334138136712
145;0.0350101629056
146;0.0299373176879
147;0.0365902478141
148;0.0321436613457
149;0.034522357214
150;0.0337314107306
151;0.0340207287015
152;0.034819140879
153;0.032794456788
154;0.0313431131155
155;0.0364672280457
156;0.0369607139725
157;0.0358997957202
158;0.0344019353485
159;0.0359309963216
160;0.0331231977043
161;0.0364071552364
162;0.0315313507188
163;0.0299530960537
164;0.0333574232548
165;0.0336603352532
166;0.0329316733414
167;0.0329461463799
168;0.03147421625
169;0.0267029252365
170;0.0317567864889
171;0.0313722032494
172;0.0316677989832
173;0.0320862922212
174;0.0316472228159
175;0.0348363985865
176;0.033378080841
177;0.0375853465399
178;0.0324866779552
179;0.0329243243446
180;0.0351584568791
181;0.0337551867383
182;0.027526977805
183;0.0307880098635
184;0.0338444194806
185;0.0344606115363
186;0.0350149763281
187;0.0362867513238
188;0.0320837912275
189;0.0317420275113
190;0.0302367551417
191;0.0344329645725
192;0.0338359083852
193;0.032490807939
194;0.0373497863512
195;0.0345333709738
196;0.0303464494268
197;0.0333970769874
198;0.0354199101106
199;0.031426191536
200;0.0322251396824
