Episode;AvgRecircArea
1;0.0352723635733
2;0.0337773369851
3;0.0337773369851
4;0.0337773369851
5;0.0337773369851
6;0.0337773369851
7;0.0337773369851
8;0.0337773369851
9;0.0337773369851
10;0.0337773369851
11;0.0337773369851
12;0.0337773369851
13;0.0337773369851
14;0.0337773369851
15;0.0337773369851
16;0.0337773369851
17;0.0337773369851
18;0.0337773369851
19;0.0337773369851
20;0.0337773369851
21;0.0337773369851
22;0.0306475859188
23;0.0306475859188
24;0.0306475859188
25;0.0306475859188
26;0.0306475859188
27;0.0306475859188
28;0.0306475859188
29;0.0306475859188
30;0.0306475859188
31;0.0306475859188
32;0.0306475859188
33;0.0306475859188
34;0.0306475859188
35;0.0306475859188
36;0.0306475859188
37;0.0306475859188
38;0.0306475859188
39;0.0306475859188
40;0.0306475859188
41;0.0306475859188
42;0.0328263826892
43;0.0328263826892
44;0.0328263826892
45;0.0328263826892
46;0.0328263826892
47;0.0328263826892
48;0.0328263826892
49;0.0328263826892
50;0.0328263826892
51;0.0328263826892
52;0.0328263826892
53;0.0328263826892
54;0.0328263826892
55;0.0328263826892
56;0.0328263826892
57;0.0328263826892
58;0.0328263826892
59;0.0328263826892
60;0.0328263826892
61;0.0328263826892
62;0.035063760693
63;0.035063760693
64;0.035063760693
65;0.035063760693
66;0.035063760693
67;0.035063760693
68;0.035063760693
69;0.035063760693
70;0.035063760693
71;0.035063760693
72;0.035063760693
73;0.035063760693
74;0.035063760693
75;0.035063760693
76;0.035063760693
77;0.035063760693
78;0.035063760693
79;0.035063760693
80;0.035063760693
81;0.035063760693
82;0.0340359293293
83;0.0340359293293
84;0.0340359293293
85;0.0340359293293
86;0.0340359293293
87;0.0340359293293
88;0.0340359293293
89;0.0340359293293
90;0.0340359293293
91;0.0340359293293
92;0.0340359293293
93;0.0340359293293
94;0.0340359293293
95;0.0340359293293
96;0.0340359293293
97;0.0340359293293
98;0.0340359293293
99;0.0340359293293
100;0.0340359293293
101;0.0340359293293
102;0.0330678354027
103;0.0330678354027
104;0.0330678354027
105;0.0330678354027
106;0.0330678354027
107;0.0330678354027
108;0.0330678354027
109;0.0330678354027
110;0.0330678354027
111;0.0330678354027
112;0.0330678354027
113;0.0330678354027
114;0.0330678354027
115;0.0330678354027
116;0.0330678354027
117;0.0330678354027
118;0.0330678354027
119;0.0330678354027
120;0.0330678354027
121;0.0330678354027
122;0.0315029793119
123;0.0315029793119
124;0.0315029793119
125;0.0315029793119
126;0.0315029793119
127;0.0315029793119
128;0.0315029793119
129;0.0315029793119
130;0.0315029793119
131;0.0315029793119
132;0.0315029793119
133;0.0315029793119
134;0.0315029793119
135;0.0315029793119
136;0.0315029793119
137;0.0315029793119
138;0.0315029793119
139;0.0315029793119
140;0.0315029793119
141;0.0315029793119
142;0.0292861350514
143;0.0292861350514
144;0.0292861350514
145;0.0292861350514
146;0.0292861350514
147;0.0292861350514
148;0.0292861350514
149;0.0292861350514
150;0.0292861350514
151;0.0292861350514
152;0.0292861350514
153;0.0292861350514
154;0.0292861350514
155;0.0292861350514
156;0.0292861350514
157;0.0292861350514
158;0.0292861350514
159;0.0292861350514
160;0.0292861350514
161;0.0292861350514
162;0.0285126702355
163;0.0285126702355
164;0.0285126702355
165;0.0285126702355
166;0.0285126702355
167;0.0285126702355
168;0.0285126702355
169;0.0285126702355
170;0.0285126702355
171;0.0285126702355
172;0.0285126702355
173;0.0285126702355
174;0.0285126702355
175;0.0285126702355
176;0.0285126702355
177;0.0285126702355
178;0.0285126702355
179;0.0285126702355
180;0.0285126702355
181;0.0285126702355
182;0.0276445902443
183;0.0276445902443
184;0.0276445902443
185;0.0276445902443
186;0.0276445902443
187;0.0276445902443
188;0.0276445902443
189;0.0276445902443
190;0.0276445902443
191;0.0276445902443
192;0.0276445902443
193;0.0276445902443
194;0.0276445902443
195;0.0276445902443
196;0.0276445902443
197;0.0276445902443
198;0.0276445902443
199;0.0276445902443
200;0.0276445902443
