Episode;AvgRecircArea
1;0.0352723635733
2;0.0317170264475
3;0.0336198660153
4;0.0320526734125
5;0.0320420430462
6;0.0352948541897
7;0.0350866383277
8;0.032357970651
9;0.0340787851611
10;0.0339325595627
11;0.0354236520981
12;0.0348754648183
13;0.0329457272202
14;0.0373984240256
15;0.0312785448261
16;0.0327476735249
17;0.0333556647835
18;0.0370156691167
19;0.0317243412165
20;0.0324463254643
21;0.0386087990513
22;0.029656453356
23;0.0273551609077
24;0.0310035173384
25;0.0323518036747
26;0.0296821452608
27;0.0348854186912
28;0.0258451351339
29;0.0357052936046
30;0.032690351155
31;0.0335833466961
32;0.0272709774998
33;0.0306190259544
34;0.0287647655398
35;0.0276204800891
36;0.0304040537145
37;0.03621241612
38;0.0275128441304
39;0.0375164305411
40;0.0321631613027
41;0.0329774096217
42;0.0362571159197
43;0.0345241105508
44;0.0388198241104
45;0.0315113814345
46;0.0321340044129
47;0.0354027560107
48;0.0330611320751
49;0.0367833562763
50;0.0360515513176
51;0.0270028647937
52;0.034275927788
53;0.036701289242
54;0.0345825020071
55;0.0319515139173
56;0.0383566250389
57;0.0368792559879
58;0.0369975219747
59;0.0376272948635
60;0.0347375583363
61;0.0295050108306
62;0.0307991363514
63;0.0284745659822
64;0.0340030325445
65;0.0336826322018
66;0.0308277467184
67;0.0305113958764
68;0.0313272079316
69;0.0320250336006
70;0.0327175568039
71;0.0339762043666
72;0.0295120336828
73;0.0288318171171
74;0.0297189120037
75;0.0317030741977
76;0.0326536978934
77;0.041195301595
78;0.0336705243242
79;0.0358845020892
80;0.0316198207587
81;0.0278393255369
82;0.0263246184802
83;0.0360967959578
84;0.0351800617023
85;0.0385423856268
86;0.0345058431928
87;0.0321143367628
88;0.0344481945982
89;0.0380725663422
90;0.0301896259119
91;0.0310193936888
92;0.036707295443
93;0.0352594844982
94;0.0378579338207
95;0.0287745435411
96;0.039037616708
97;0.032951662895
98;0.0342794423686
99;0.0333409763739
100;0.0313882164514
101;0.0348339132496
102;0.0346535747021
103;0.0385086096605
104;0.0335798283405
105;0.0388250593198
106;0.0381150187516
107;0.0322709627278
108;0.0329095845826
109;0.0355736754019
110;0.0293888034645
111;0.0334893575083
112;0.0285868822241
113;0.0326651698141
114;0.0315010545744
115;0.0354331976165
116;0.0359376884135
117;0.0381156109797
118;0.0358826717239
119;0.0346198449901
120;0.0333230899021
121;0.0370247446574
122;0.0256383633071
123;0.032003980944
124;0.0344256977125
125;0.0337013780362
126;0.0300931834855
127;0.0326185091373
128;0.0293094800531
129;0.0434894801221
130;0.0388694114049
131;0.0303293213924
132;0.0379943689811
133;0.0309334552685
134;0.0376161943641
135;0.0296561379858
136;0.0346869045216
137;0.0352869134935
138;0.037694656668
139;0.0271356999779
140;0.0395623916981
141;0.0328131381079
142;0.0281598611317
143;0.0314445936534
144;0.0260046486376
145;0.0322938622807
146;0.0338804993019
147;0.0306503014811
148;0.0398948192289
149;0.0359861638848
150;0.0278258531255
151;0.0332809624591
152;0.0377662208132
153;0.0379970167587
154;0.0374433990477
155;0.0328181488221
156;0.03300142983
157;0.0326820972304
158;0.0333516939033
159;0.0280535386515
160;0.034099547905
161;0.0339445525307
162;0.0350102085684
163;0.0354391844773
164;0.0315413665891
165;0.0329914876329
166;0.0365563879634
167;0.0325125395946
168;0.0307079450274
169;0.0368530587681
170;0.0333156529567
171;0.034095011012
172;0.0324847826177
173;0.0302083131016
174;0.031958689161
175;0.0326270927386
176;0.0376812256586
177;0.0377913099057
178;0.0389913964369
179;0.0376310717288
180;0.0292584388151
181;0.0385170696892
182;0.0315795218128
183;0.0330839196326
184;0.0382111350262
185;0.0378584639383
186;0.0306412976611
187;0.03185320069
188;0.0303003232757
189;0.0264570399237
190;0.0262038268592
191;0.0328107534199
192;0.0278415570467
193;0.0312661013423
194;0.0380061654833
195;0.0291362795773
196;0.0381779351031
197;0.0241599823974
198;0.0319089132577
199;0.0316284331314
200;0.0338948065139
