Episode;AvgRecircArea
1;0.0352723635733
2;0.0349336543625
3;0.0293306482854
4;0.0346688666427
5;0.0330303214427
6;0.0353770465374
7;0.0305893463844
8;0.0328362928978
9;0.0355451325111
10;0.0287587446082
11;0.0337343834153
12;0.0360507133348
13;0.0331202371455
14;0.0325069690699
15;0.031262574985
16;0.0334761739159
17;0.029863680368
18;0.0369848055511
19;0.0301972723022
20;0.0298313918426
21;0.0348941519706
22;0.0402243272278
23;0.0309312618709
24;0.0308485303469
25;0.0373282425277
26;0.0334960961813
27;0.0358764647605
28;0.0342200530348
29;0.0357517723798
30;0.0318711949815
31;0.0333094784919
32;0.0291199972308
33;0.0325979589923
34;0.0341316397259
35;0.0323138029586
36;0.0325245754116
37;0.0313865860672
38;0.0365557579937
39;0.0313887688769
40;0.0267631771835
41;0.0356820386577
42;0.0361728292012
43;0.0306205843901
44;0.02963652462
45;0.0332777054007
46;0.030747792913
47;0.0318577737198
48;0.033131508431
49;0.03440930503
50;0.0318514501503
51;0.0324990866824
52;0.0358773705115
53;0.0296351008149
54;0.034430271309
55;0.0353612368745
56;0.027797504391
57;0.0305815451825
58;0.0294360493094
59;0.0303139533445
60;0.0297236320456
61;0.0296375348485
62;0.0319588512677
63;0.0245386464247
64;0.0263543570775
65;0.0238550181746
66;0.033449858091
67;0.0287629478881
68;0.0330549599603
69;0.0295649334292
70;0.0287403715439
71;0.0257316017975
72;0.0314483317555
73;0.0293571475045
74;0.0278168440411
75;0.0320911223673
76;0.030550494132
77;0.0287172751918
78;0.0335150377593
79;0.0267923794722
80;0.0296489417121
81;0.028747817188
82;0.0268006466547
83;0.0320495436618
84;0.0280386911224
85;0.0303789934628
86;0.0294522805012
87;0.0289323291095
88;0.0313408258316
89;0.0245495886604
90;0.0302322261936
91;0.0309215059252
92;0.0306838120342
93;0.0272629626471
94;0.0327614439141
95;0.028567949646
96;0.0308262863285
97;0.027666181782
98;0.033147307279
99;0.0315059729764
100;0.0298118042971
101;0.028541681178
102;0.031341902773
103;0.0252225429484
104;0.0276604398374
105;0.0305313517552
106;0.0309500277777
107;0.0243257362975
108;0.0242731678656
109;0.0274583912331
110;0.0283145877332
111;0.0333903053006
112;0.0281711329419
113;0.027806772507
114;0.0286533150513
115;0.0282789407895
116;0.0261264036962
117;0.0327067674779
118;0.0262742944002
119;0.029005556183
120;0.0293599840492
121;0.0308955921017
122;0.0234186352123
